concept_id,alias,priority
remote_work_object,sistem la distanță,96
removal_industry,servicii de mutare,96
renewable,energie regenerabilă,96
rental,inchiriere,94
repair,reparatii,94
reprographics_work_object,reprografie,96
rescue,salvare,94
research,cercetare,94
residential_industry,sector rezidențial,96
resilience_knowledge_domain,reziliență,94
resort,stațiune,94
resource_knowledge_domain,gestionare resurse,96
respiratory_industry,asistență respiratorie,96
responsibility_industry,responsabilitate socială,96
restoration_task,restaurare,96
retail,comerț cu amănuntul,94
revenue_industry,administrare venituri,96
rewinding_task,reînfășurare,96
riding_task,echitație,96
rigging_task,manevrare greutăți,96
right_task,drepturi,96
risk,gestionare risc,96
road,infrastructură rutieră,96
roadside_work_object,asistență rutieră,96
robot_industry,robotică industrială,96
robotics_knowledge_domain,robotică,96
robotics_work_object,sistem robotic,96
roller_work_object,rolă,94
roofing_task,acoperire acoperișuri,96
room,cameră,98
rotating_task,rotație,96
rubber_good_work_object,articole din cauciuc,96
rubber_product_work_object,produs din cauciuc,94
rubber_work_object,cauciuc,94
safety,securitate și sănătate,96
sales,vanzari,94
sample_task,prelevare probe,96
sampling,eșantionare,94
satellite_work_object,satelit,94
sauce_work_object,sosuri,96
sawing_task,debitare cu ferăstrăul,96
sawmill_work_object,gater,94
scaffolding_task,montare schele,96
scanning_task,scanare,96
scenery_work_object,decor de scenă,96
scenic_industry,scenografie,96
scheduling_task,planificare orară,96
scheme_task,proiectare scheme,96
school,scoala,94
science,știință,98
scientific,cercetare științifică,96
scrap_knowledge_domain,deșeuri metalice,94
scraper_work_object,răzuitor,94
screening,triere,94
screw_work_object,șurub,94
script_work_object,scenariu,94
sealing_task,etanșare,96
search_engine_task,optimizare motoare de căutare,96
second_work_object,secundă,94
secondary_school,școală secundară,94
section_task,secționare,96
sectional_industry,construcții din secțiuni,96
securities,titluri de valoare,94
security,securitate,98
security_alarm_work_object,alarmă de securitate,94
seed_knowledge_domain,semințe,98
semi_finished_product,semifabricat,94
sensing_task,senzoristică,96
sensor_knowledge_domain,senzori,96
sensor_work_object,senzor,96
sensory_industry,analiză senzorială,96
separation_task,separare,96
septic_industry,sisteme septice,96
service,serviciu,94
services,servicii,94
set,setare,96
sewerage_network_work_object,rețea de canalizare,94
sewerage_system_work_object,sistem de canalizare,94
sewing,coasere,94
sewing_machine,mașină de cusut,94
sewing_work_object,croitorie,96
sexual_industry,sănătate sexuală,96
sheep_work_object,ovine,96
sheet_industry,tabla metalică,96
shelf_work_object,raft,94
shelter,adăpost,94
shift_noop,tură de lucru,96
ship_knowledge_domain,construcții navale,96
shipping_task,expediere maritimă,96
shop,magazin,94
sign,semnalistică,96
sign_language,limbaj mimico-gestual,94
simulation_task,simulare,96
site,șantier,94
situation_task,gestionarea situațiilor,96
ski_knowledge_domain,schi,94
ski_lift_work_object,teleschi,96
slate_work_object,ardezie,94
slitter_work_object,mașină de tăiat longitudinal,94
smart_city_knowledge_domain,oraș inteligent,94
smart_knowledge_domain,tehnologii inteligente,96
smart_work_object,dispozitiv inteligent,96
snow_clearing_task,curățare zăpadă,96
snow_task,deszăpezire,96
soap_drier_work_object,uscător de săpun,94
soap_tower_work_object,turn de săpun,94
sociology_knowledge_domain,sociologie,96
software_product,produs software,96
soil_work_object,sol,98
solar,energie solară,96
solar,fotovoltaic,90
solar,fotovoltaice,90
soldering_task,lipire metalică,96
sole_work_object,talpă de pantof,96
solid_waste_work_object,deșeuri solide,94
sound_knowledge_domain,acustică și sunet,96
sourcing_task,aprovizionare,98
space_knowledge_domain,spațiu cosmic,96
spark_work_object,scânteie,94
speaking_task,discurs public,96
special_educational_needs,nevoi educaționale speciale,94
special_needs,nevoi speciale,94
special_population,grupe speciale,96
specialised,specializat,94
speech,logopedie,96
speech_and_language,vorbire și limbaj,94
spice_product,condiment,96
sporting_task,activități sportive,96
sports,sport,96
sports_product,articole sportive,96
spot_work_object,reflectoric,96
spring_task,fabricare arcuri,96
sprinkler_work_object,aspersor,94
squadron_work_object,escadrilă,94
stage,scenă,98
staircase_work_object,scară,94
stamping_task,ștampilare,96
stand_up_work_object,stand-up,94
standalone_product,produs autonom,96
state_work_object,stat,94
station_task,operare stație,96
stationery_product,papetărie,94
statistics,statistică,94
steam_turbine_work_object,turbină cu abur,94
steam_work_object,abur,94
steering_task,virare,96
steiner_knowledge_domain,pedagogie Steiner,96
sterile_work_object,mediu steril,96
stitching_task,surfilare,96
stock_work_object,stoc,94
stone_work_object,piatră,94
stop_knowledge_domain,oprire,94
stop_motion_task,stop-cadru,96
straightening_task,indreptare,96
strategic_industry,management strategic,96
street_food_work_object,mâncare stradală,94
street_knowledge_domain,infrastructură stradală,96
stress_knowledge_domain,managementul stresului,96
stringed_knowledge_domain,instrumente cu coarde,96
structural_industry,inginerie structurală,96
students,studenți,98
studies,studii,98
substance_misuse_work_object,abuz de substanțe,94
substation_task,stație electrică,96
sugar_chocolate_knowledge_domain,ciocolată și produse din zahăr,96
sugar_chocolate_product,ciocolată și dulciuri,96
sugar_confectionery_knowledge_domain,confectii din zahăr,96
sugar_confectionery_product,dulciuri din zahăr,96
sugar_refinery_work_object,rafinărie de zahăr,94
supply_chain_work_object,lanț de aprovizionare,94
supply_product,furnizare,96
support,suport tehnic,96
supreme_work_object,curte supremă,96
surface_mount_knowledge_domain,montare pe suprafață,96
surface_mount_work_object,componentă SMD,96
surface_work_object,suprafață,94
surgical_industry,chirurgie,96
surveillance_industry,supraveghere video,96
surveying_task,topografie,98
survival_industry,supraviețuire,96
sustainability_work_object,sustenabilitate,94
swaging_task,mătuire metalică,96
swimming_task,înot,96
switchboard_work_object,tablou electric,96
synthetic,materiale sintetice,96
system_knowledge_domain,sisteme informatice,96
table_saw_work_object,ferăstrău de masă,94
talent_task,gestionare talente,96
talented_knowledge_domain,educație supradotați,96
tangible_product,produs tangibil,96
tape_product,bandă,94
tax,fiscalitate,96
tea_product,ceai,94
teaching,predare,98
team_industry,lucru în echipă,96
technical_industry,tehnic,96
technology,tehnologie,96
telecommunications,telecomunicatii,94
telephone,telefon,94
tenni_knowledge_domain,tenis,94
tent_work_object,cort,94
textile_industry_machinery_knowledge_domain,utilaje textile,96
textile_industry_machinery_product,utilaj textil,96
textile_leather_knowledge_domain,textile și piele,94
textile_pattern_work_object,tipar textil,96
textile_product_work_object,produs textil,94
textile_semi_finished_knowledge_domain,semifabricate textile,96
textile_work_object,material textil,96
thanatology_knowledge_domain,tanatologie,96
theatre,teatru,94
theme_work_object,temă,94
theology,teologie,94
thermal_industry,energie termică,96
thread_work_object,fir,94
ticket_task,bilete,96
tile_work_object,placă ceramică,96
tiling_task,placare cu faianță,96
tissue_paper_work_object,hârtie absorbantă,94
tobacco_product_knowledge_domain,produse din tutun,96
toilet_work_object,toaletă,94
tooling_task,sculărie,96
tour_product,circuit turistic,96
tourist,turisti,94
tow_truck_work_object,autovehicul de remorcare,96
tower_crane_work_object,macara turn,94
toy_product,jucarie,94
trade_work_object,comerț,94
traditional_chinese_medicine_knowledge_domain,medicină tradițională chineză,94
traditional_industry,industrie tradițională,96
traffic_industry,trafic rutier,96
training,instruire,94
tram_work_object,tramvai,94
tramway_work_object,linie de tramvai,94
transformation_task,transformare,96
translation,traducere,94
transport,transporturi,94
travel,turism și călătorii,96
treatment,tratament,94
trial_industry,studii clinice,96
trolley_bus_work_object,troleibuz,94
troubleshooting,depanare,94
trust_industry,administrare fiduciară,96
tumbling_task,lustruire prin rostogolire,96
tunnel_kiln_work_object,cuptor tunel,94
tunnel_work_object,tunel,98
turning_task,strunjire,96
twisting_task,rasucire,96
underground_heavy_work_object,utilaje grele subterane,96
underwater_industry,lucrări subacvatice,96
unit_work_object,unitate,94
university,universitate,98
upsetting_task,refulare,96
urban_work_object,mediu urban,96
usability,utilizabilitate,94
user_experience_knowledge_domain,experiența utilizatorului,94
user_interface_work_object,interfață utilizator,94
utility_work_object,utilități publice,96
v_belt_work_object,curea trapezoidală,94
vacuum_work_object,vid,94
van_task,conducere dubă,96
variety_knowledge_domain,varietate de soiuri,96
vegetable_product,legumă,96
vehicle_product,vehicul,94
vehicle_work_object,vehicul,94
vending_task,vânzare automată,96
veneer_slicer_work_object,feliator de furnir,94
ventilation_task,ventilare,96
venue_knowledge_domain,locații de evenimente,96
vessel_knowledge_domain,nave maritime,96
veterinary,veterinar,98
victim_task,asistență victime,96
video_knowledge_domain,producție video,96
vineyard,podgorie,94
violence_industry,prevenirea violenței,96
violin_work_object,vioară,94
vision_task,viziune strategică,96
visitor_industry,servicii pentru vizitatori,96
visual,arte vizuale,96
viticulture_work_object,viticultură,94
vocational,învățământ profesional,96
voice_over_knowledge_domain,voice-over,94
volunteer_work_object,voluntar,94
volunteering_task,voluntariat,96
waiting_task,servire la masă,96
wall_product,perete,94
warehouse,depozit,94
warfare_knowledge_domain,artă militară,96
wash_work_object,spălare,94
waste_knowledge_domain,gestiune deșeuri,96
waste_work_object,deseuri,94
wastewater_work_object,ape uzate,94
watche_knowledge_domain,ceasornicărie,96
water_based_work_object,produse pe bază de apă,96
water_knowledge_domain,resurse de apă,96
water_network_work_object,rețea de apă,94
waterway_industry,căi navigabile,96
wave_work_object,undă,94
wearing_task,purtare echipament,96
weaving_task,țesere,98
web_content_work_object,conținut web,94
wedding_task,organizare nunți,96
weight_loss_knowledge_domain,scădere în greutate,94
weight_work_object,greutate,94
welding,sudare,98
welfare,asistență socială,94
wholesale,comerț cu ridicata,94
wicker_furniture_work_object,mobilier din răchită,94
wig_work_object,perucă,94
wind_knowledge_domain,energie eoliană,96
window_work_object,fereastră,94
wire_harness_work_object,fascicul de cabluri,94
wire_work_object,sârmă,94
wood_knowledge_domain,lemn,94
wood_pallet_work_object,palet din lemn,94
wood_product_work_object,produs din lemn,94
wood_work_object,lemn,94
wooden_furniture_work_object,mobilier din lemn,94
work,muncă,96
writing,redactare,96
yard,curte,94
youth,tineri,96
zoo,gradina zoologica,91
zoology_knowledge_domain,zoologie,96
cosmetics_product,cosmetice,96
horse_knowledge_domain,cai,96
dog_knowledge_domain,câini,96
young_industry,tineret,96
adults,adulți,96
tourists,turiști,96
material_industry,materiale,90
materials_product,materiale,90
materials_work_object,materiale,90
tourism_industry,turism,96
tourism_knowledge_domain,turism,96
inventory_industry,gestiune stocuri,96
foot_industry,podologie,94
natural_industry,resurse naturale,96
help_channel,asistență,94
entertainment_task,divertisment,94
technical_task,asistență tehnică,94
broadcasting_task,radiodifuziune,94
conservation_task,conservare,94
conditioning_task,condiționare,94
dyeing_task,vopsire,94
evaluation_task,evaluare,94
fishing_task,pescuit,94
laminating_task,laminare,94
modelling_task,modelare,94
trading,tranzacționare,94
microelectronics,microelectronică,94
instrumentation_task,instrumentație,94
optic_industry,optică,94
equipment_task,echipamente,94
pneumatic_industry,pneumatică,94
machinery_product,utilaj,94
machinery_work_object,utilaje,94
fur_work_object,blană,94
tanning_task,tăbăcire,94
tyre_work_object,anvelopă,94
bus_knowledge_domain,autobuz,94
car_knowledge_domain,automobile,94
bicycle_work_object,bicicletă,94
truck_knowledge_domain,camioane,94
truck_product,camion,94
motorcycle_work_object,motocicletă,94
motorcycle_knowledge_domain,motociclete,94
transmission_task,transmisie,94
air_product,aer,94
air_work_object,aer,94
aircraft_product,aeronavă,94
aircraft_work_object,aeronavă,94
ammunition_product,muniție,94
ammunition_work_object,muniție,94
application_product,aplicație,94
application_work_object,aplicație,94
applications_product,aplicații,94
applications_work_object,aplicații,94
atm,bancomat,94
atm_product,bancomat,94
atm_work_object,bancomat,94
beverage_product,băutură,94
beverage_work_object,băutură,94
cable_product,cablu,94
cable_work_object,cablu,94
china_product,porțelan,94
porcelain_work_object,porțelan,94
chocolate_product,ciocolată,94
chocolate_work_object,ciocolată,94
clock_work_object,ceas,94
watch_work_object,ceas,94
watche_product,ceas,94
cocoa_product,cacao,94
cocoa_work_object,cacao,94
computer_computer_product,calculator,94
computer_product,calculator,94
computer_work_object,calculator,94
confectionery_product,dulciuri,94
confectionery_work_object,dulciuri,94
database_product,bază de date,94
database_work_object,bază de date,94
devices_product,dispozitive,94
devices_work_object,dispozitive,94
disk_product,disc,94
door_product,ușă,94
door_work_object,ușă,94
drill_product,burghiu,94
drill_work_object,burghiu,94
engine_product,motor,94
engine_work_object,motor,94
engines_product,motoare,94
engines_work_object,motoare,94
feed_product,furaj,94
feed_work_object,furaj,94
fish_product,pește,94
fish_work_object,pește,94
fragrance_work_object,parfum,94
perfume_product,parfum,94
perfume_work_object,parfum,94
fuel_product,combustibil,94
fuel_work_object,combustibil,94
furnace_product,cuptor industrial,94
furnace_work_object,cuptor industrial,94
gas_product,gaz,94
gas_work_object,gaz,94
instruments_product,instrumente,94
instruments_work_object,instrumente,94
lumber_work_object,cherestea,94
timber_product,cherestea,94
machine_product,mașină,94
machine_work_object,mașină,94
meter_product,contor,94
meter_work_object,contor,94
meters_product,contoare,94
meters_work_object,contoare,94
networks_product,rețele,94
networks_work_object,rețele,94
panel_product,panou,94
panel_work_object,panou,94
panels_product,panouri,94
panels_work_object,panouri,94
paper_product,hârtie,94
paper_work_object,hârtie,94
part_product,piesă,94
part_work_object,piesă,94
pipeline_product,conductă,94
pipeline_work_object,conductă,94
press_product,presă,94
press_work_object,presă,94
product_product,produs,94
product_work_object,produs,94
pump_product,pompă,94
pump_work_object,pompă,94
raw_product,materie primă,94
raw_work_object,materie primă,94
screen_product,ecran,94
screen_work_object,ecran,94
screens_product,ecrane,94
screens_work_object,ecrane,94
ship_product,navă,94
ship_work_object,navă,94
vessel_product,navă,94
vessel_work_object,navă,94
ships_product,nave,94
ships_work_object,nave,94
shoe_product,pantof,94
shoe_work_object,pantof,94
soap_product,săpun,94
soap_work_object,săpun,94
system_product,sistem,94
system_work_object,sistem,94
systems_product,sisteme,94
systems_work_object,sisteme,94
tank_product,rezervor,94
tank_work_object,rezervor,94
tool_product,sculă,94
tool_work_object,sculă,94
tools_product,scule,94
tools_work_object,scule,94
train_product,tren,94
train_work_object,tren,94
vehicles_product,vehicule,94
vehicles_work_object,vehicule,94
waste_product,deșeu,96
waste_work_object,deșeuri,96
water_product,apă,94
water_work_object,apă,94

counselling,consiliere,96
drying_task,uscare,96
moving_task,mutare,96
petroleum_work_object,petrol,96
response,răspuns la urgențe,96
testing,testare,96
textile_semi_finished_product,semifabricat textil,96
tobacco_product_product,produs din tutun,96
audio_visual_industry,audiovizual,94
musical,muzical,94
sound_work_object,sunet,94
coffee_product,cafea,94
distillery_work_object,distilerie,94
fermentation_task,fermentare,94
wine_work_object,vin,94
starch_work_object,amidon,94
cider_work_object,cidru,94
spice_knowledge_domain,condimente,94
crustaceans_product,crustacee,94
delicatessen_product,delicatese,94
seafood_product,fructe de mare,94
dairy,lactate,94
milk_work_object,lapte,94
vegetable_knowledge_domain,legume,94
mollusc_knowledge_domain,moluște,94
sugar_product,zahăr,94
forest_work_object,pădure,94
forestry,silvicultură,94
eyewear_product,ochelari,94
heat_work_object,căldură,94
pipeline_knowledge_domain,conducte,94
kiln_work_object,cuptor,94
made_up_product,confecții,94
carpet_product,covor,94
fibre_work_object,fibră,94
spinning_task,filare,94
winding_task,înfășurare,94
knitting_task,tricotare,94
drainage_work_object,drenaj,94
recycling_task,reciclare,94
veneer_work_object,furnir,94
appliance_industry,electrocasnice,94
appliances_product,electrocasnice,94
appliances_work_object,electrocasnice,94
household_appliance_knowledge_domain,electrocasnice,94
beverage_knowledge_domain,băuturi,94
beverages_product,băuturi,94
book_knowledge_domain,carte,94
book_work_object,carte,94
circu_knowledge_domain,circuite,94
circuits_product,circuite,94
circuits_work_object,circuite,94
coffee_tea_cocoa_knowledge_domain,cafea ceai cacao,94
coffee_tea_cocoa_product,cafea ceai cacao,94
community_knowledge_domain,comunitate,94
community_population,comunitate,94
community_work_object,comunitate,94
computer_knowledge_domain,calculatoare,94
computers_product,calculatoare,94
computers_work_object,calculatoare,94
data_knowledge_domain,date,94
data_work_object,date,94
drugstore_work_object,farmacie,94
pharmacy_knowledge_domain,farmacie,94
pharmacy_work_object,farmacie,94
electric_industry,electricitate,94
electricity_knowledge_domain,electricitate,94
electricity_product,electricitate,94
electricity_work_object,electricitate,94
fish_crustacean_knowledge_domain,pești și crustacee,94
fish_crustacean_product,pești și crustacee,94
flight_knowledge_domain,zbor,94
flight_work_object,zbor,94
flying_task,zbor,94
flower_knowledge_domain,flori,94
flowers_product,flori,94
footwear_knowledge_domain,încălțăminte,94
footwear_product,încălțăminte,94
footwear_work_object,încălțăminte,94
fruit_knowledge_domain,fructe,94
fruit_work_object,fructe,94
furniture_carpet_knowledge_domain,mobilier și covoare,94
furniture_carpet_product,mobilier și covoare,94
hide_skin_knowledge_domain,piei și blănuri,94
hide_skin_product,piei și blănuri,94
knowledge_knowledge_domain,cunoștințe,94
knowledge_work_object,cunoștințe,94
meat_knowledge_domain,carne,94
meat_product,carne,94
meat_work_object,carne,94
photonics_knowledge_domain,fotonică,94
photonics_work_object,fotonică,94
picture_knowledge_domain,imagine,94
picture_work_object,imagine,94
police_knowledge_domain,poliție,94
police_work_object,poliție,94
textiles_product,textile,94
hydrographic_industry,hidrografic,94
commercial,comercial,94
delivery,livrare,94
political,politic,94
aided_work_object,asistat,94
assisted_work_object,asistat,94
cargo_work_object,marfă,94
freight_work_object,marfă,94
center,centru,94
centre,centru,94
centre_channel,centru,94
lacquer_work_object,lac,94
varnish_work_object,lac,94
warehouse,magaziner,90
concrete_work_object,betonist,90
refrigeration_task,frigotehnist,90
grinding_task,rectificator,90
